Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Median Household Income,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason
9279-CJEOJ,1,Female,77,0,1,0,0,0,Anaheim,92801,33.844983,-117.952151,60553,47672.0,0,0,21,None,1,37.4,1,1,Fiber Optic,16,0,0,0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.4,2025.1,0.0,0,785.4,2810.5,4,0,47,5691,,
8270-RKSAP,1,Male,30,0,0,0,0,0,Anaheim,92801,33.844983,-117.952151,60553,47672.0,0,0,9,Offer E,1,40.71,0,1,Fiber Optic,52,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.5,597.9,0.0,0,366.39,964.29,3,0,37,3198,,
3496-LFSZU,1,Male,40,0,0,1,0,0,Anaheim,92801,33.844983,-117.952151,60553,47672.0,1,2,4,None,1,28.47,0,1,Fiber Optic,5,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,70.5,294.2,0.0,10,113.88,418.08,5,0,68,2896,,
2176-OSJUV,1,Male,29,1,0,1,0,0,Anaheim,92801,33.844983,-117.952151,60553,47672.0,1,2,71,Offer A,1,40.63,1,1,DSL,69,1,1,0,1,0,0,1,1,Two Year,0,Bank Withdrawal,65.15,4681.75,4.7,0,2884.73,7561.780000000001,3,0,69,4384,,
8029-XYPWT,1,Male,72,0,1,1,0,0,Anaheim,92806,33.83796,-117.870494,34398,62828.0,1,1,71,Offer A,1,46.82,1,1,Fiber Optic,18,1,1,1,1,1,1,0,1,Two Year,1,Bank Withdrawal,115.05,8016.6,0.0,0,3324.22,11340.82,4,0,53,4438,,
3627-FHKBK,1,Female,28,1,0,0,0,0,Anaheim,92806,33.83796,-117.870494,34398,62828.0,0,0,1,None,1,4.13,0,1,Fiber Optic,51,1,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,75.3,75.3,0.0,0,4.13,79.42999999999999,1,1,87,3244,Competitor,Competitor had better devices
8097-VBQTZ,1,Male,61,0,0,0,0,0,Anaheim,92806,33.83796,-117.870494,34398,62828.0,0,0,54,Offer B,1,27.62,0,1,Cable,24,1,1,0,1,1,0,0,1,Month-to-Month,1,Credit Card,69.9,3883.3,0.0,0,1491.48,5374.780000000001,4,0,65,6092,,
4090-KPJIP,1,Female,42,0,0,0,0,0,Anaheim,92806,33.83796,-117.870494,34398,62828.0,0,0,3,Offer E,1,1.64,1,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.95,212.4,27.6,0,4.92,189.72,5,0,70,3641,,
6646-JPPHA,1,Female,76,0,1,0,0,0,Fullerton,92832,33.868316,-117.929029,24502,58853.0,0,0,14,None,1,48.01,0,1,Fiber Optic,2,1,1,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,78.85,1043.8,0.0,50,672.14,1765.94,3,0,44,5327,,
8752-IMQOS,1,Male,28,1,0,1,0,0,Fullerton,92832,33.868316,-117.929029,24502,58853.0,1,1,5,None,1,5.2,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,20.1,85.1,0.0,0,26.0,111.1,3,0,42,2894,,
8069-RHUXK,1,Female,55,0,0,1,0,0,Fullerton,92832,33.868316,-117.929029,24502,58853.0,1,5,67,None,0,0.0,0,1,Cable,30,1,0,0,1,0,0,0,1,Two Year,0,Credit Card,35.7,2545.7,0.0,0,0.0,2545.7,3,0,25,5655,,
7995-ZHHNZ,1,Male,56,0,0,1,0,0,Fullerton,92832,33.868316,-117.929029,24502,58853.0,1,1,42,Offer B,1,20.65,1,1,DSL,25,1,0,0,0,0,0,0,1,One Year,0,Credit Card,56.1,2386.85,28.83,0,867.3,3225.3199999999997,4,0,69,5904,,
8746-BFOAJ,1,Male,79,0,1,0,0,0,Garden Grove,92845,33.782955,-118.026456,15878,89026.0,0,0,21,None,1,23.23,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.5,429.55,0.0,0,487.83,917.38,4,0,62,5766,,
7181-BQYBV,1,Female,52,0,0,1,0,0,Garden Grove,92845,33.782955,-118.026456,15878,89026.0,1,1,1,None,1,25.88,1,1,Fiber Optic,9,1,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,102.45,102.45,0.0,0,25.88,128.33,1,1,85,4811,Attitude,Attitude of service provider
9244-ZVAPM,1,Male,36,0,0,0,0,0,Garden Grove,92845,33.782955,-118.026456,15878,89026.0,0,0,1,None,1,37.44,0,1,DSL,9,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.6,45.6,0.0,0,37.44,83.03999999999999,3,0,50,2352,,
2332-TODQS,1,Female,44,0,0,0,0,0,Garden Grove,92845,33.782955,-118.026456,15878,89026.0,0,0,48,Offer B,1,34.96,1,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,25.05,1171.5,16.38,0,1678.08,2833.2,4,0,33,3642,,
8023-QHAIO,1,Female,72,0,1,1,0,0,Corona,92882,33.819385,-117.600213,60294,71793.0,1,7,56,Offer B,1,27.56,1,1,Fiber Optic,29,0,0,0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,76.85,4275.75,0.0,120,1543.36,5939.11,3,0,66,6035,,
8938-UMKPI,1,Female,42,0,0,0,0,0,Corona,92882,33.819385,-117.600213,60294,71793.0,0,0,47,Offer B,1,35.97,1,1,Fiber Optic,25,0,1,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,106.4,5127.95,0.0,0,1690.59,6818.54,1,1,91,4804,Competitor,Competitor had better devices
6516-NKQBO,1,Male,28,1,0,1,0,0,Corona,92882,33.819385,-117.600213,60294,71793.0,1,1,38,None,1,22.05,0,1,Cable,73,1,0,1,1,1,1,1,1,Two Year,0,Credit Card,81.0,3084.9,0.0,0,837.9,3922.8,4,0,75,3067,,
9150-HEPMB,1,Male,57,0,0,0,0,0,Corona,92882,33.819385,-117.600213,60294,71793.0,0,0,56,None,1,21.61,0,1,Cable,27,1,0,1,0,0,0,0,1,One Year,0,Credit Card,52.7,3019.7,0.0,0,1210.1599999999999,4229.86,3,0,63,4753,,
8133-ANHHJ,1,Female,77,0,1,0,0,0,Ventura,93003,34.279221,-119.221437,46894,69616.0,0,0,49,Offer B,1,36.47,1,1,Fiber Optic,21,1,1,1,1,0,1,1,1,One Year,0,Bank Withdrawal,103.0,5166.2,0.0,0,1787.03,6953.23,4,0,75,5023,,
4765-OXPPD,1,Female,20,1,0,1,0,0,Ventura,93003,34.279221,-119.221437,46894,69616.0,1,1,9,Offer E,1,6.35,0,1,Cable,69,1,1,1,1,0,0,0,1,Month-to-Month,0,Mailed Check,65.0,663.05,0.0,0,57.15,720.1999999999999,1,1,76,3983,Competitor,Competitor offered more data
2506-CLAKW,1,Female,20,1,0,0,0,0,Ventura,93003,34.279221,-119.221437,46894,69616.0,0,0,6,Offer E,1,20.26,0,1,Fiber Optic,26,1,1,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,98.15,567.45,0.0,0,121.56,689.01,1,1,80,3578,Attitude,Attitude of support person
3115-JPJDD,1,Female,43,0,0,1,0,0,Ventura,93003,34.279221,-119.221437,46894,69616.0,1,1,59,None,1,29.6,0,1,Fiber Optic,12,1,0,1,0,0,0,0,1,One Year,1,Credit Card,81.25,4639.45,0.0,0,1746.4,6385.85,3,0,58,4709,,
1707-HABPF,1,Female,65,0,1,0,0,0,Santa Barbara,93103,34.438581,-119.685368,20893,67383.0,0,0,46,Offer B,1,11.93,0,1,Fiber Optic,26,0,1,1,0,1,0,0,1,One Year,1,Bank Withdrawal,91.3,4126.35,0.0,0,548.78,4675.13,4,0,43,3191,,
6140-QNRQQ,1,Male,42,0,0,0,0,0,Santa Barbara,93103,34.438581,-119.685368,20893,67383.0,0,0,1,Offer E,1,17.27,0,1,Fiber Optic,10,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,1,1,91,5739,Competitor,Competitor had better devices
9931-KGHOA,1,Female,48,0,0,1,0,0,Santa Barbara,93103,34.438581,-119.685368,20893,67383.0,1,9,46,None,1,13.05,1,1,DSL,15,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,55.0,2473.95,31.39,0,600.3000000000001,3042.86,3,0,40,5928,,
8285-ABVLB,1,Female,34,0,0,1,0,0,Santa Barbara,93103,34.438581,-119.685368,20893,67383.0,0,0,70,None,1,40.91,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,19.85,1328.35,33.29,0,2863.7,4158.76,4,0,79,4311,,
6847-KJLTS,1,Female,72,0,1,1,0,0,Frazier Park,93225,34.827662,-118.999073,4498,44111.0,1,8,58,Offer B,1,47.34,1,1,Fiber Optic,28,0,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.4,5749.8,0.0,0,2745.7200000000003,8495.52,5,0,64,4005,,
5183-SNMJQ,1,Male,32,0,0,0,0,0,Frazier Park,93225,34.827662,-118.999073,4498,44111.0,0,0,10,Offer D,1,45.69,0,1,Fiber Optic,11,0,0,0,1,1,1,1,1,Month-to-Month,1,Credit Card,95.1,865.1,43.25,0,456.9,1278.75,3,0,33,5787,,
0002-ORFBO,1,Female,37,0,0,1,0,0,Frazier Park,93225,34.827662,-118.999073,4498,44111.0,1,2,9,None,1,42.39,0,1,Cable,16,0,1,0,1,1,0,0,1,One Year,1,Credit Card,65.6,593.3,0.0,0,381.51,974.81,3,0,65,2205,,
8788-DOXSU,1,Male,46,0,0,0,0,0,Frazier Park,93225,34.827662,-118.999073,4498,44111.0,0,0,59,None,1,9.7,0,1,DSL,6,0,0,1,0,0,1,1,1,One Year,1,Bank Withdrawal,61.35,3645.5,0.0,0,572.3,4217.8,3,0,27,6250,,
4619-EVPHY,1,Female,65,0,1,1,0,0,Lamont,93241,35.245035,-118.905553,15364,31886.0,1,2,20,None,1,38.85,0,1,Fiber Optic,2,0,0,0,0,1,1,1,1,One Year,1,Bank Withdrawal,91.0,1859.5,0.0,0,777.0,2636.5,5,0,57,3748,,
9565-FLVCG,1,Male,40,0,0,1,0,0,Lamont,93241,35.245035,-118.905553,15364,31886.0,1,>=10,65,Offer B,1,17.43,1,1,DSL,30,1,1,0,0,0,1,1,1,Two Year,1,Mailed Check,69.55,4459.15,23.61,0,1132.95,5568.49,3,0,74,5420,,
2577-GVSIL,1,Male,61,0,0,1,0,0,Lamont,93241,35.245035,-118.905553,15364,31886.0,1,>=10,35,None,1,13.39,1,1,DSL,20,0,0,0,1,1,1,1,1,One Year,1,Bank Withdrawal,73.45,2661.1,0.0,0,468.65000000000003,3129.75,4,0,66,4719,,
5914-GXMDA,1,Female,42,0,0,1,0,0,Lamont,93241,35.245035,-118.905553,15364,31886.0,1,1,32,None,1,45.26,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.3,593.2,0.0,0,1448.32,2041.52,5,0,66,5817,,
4462-CYWMH,1,Male,65,0,1,1,0,0,Lindsay,93247,36.205465,-119.085807,15508,34505.0,1,7,62,Offer B,1,27.49,1,1,Fiber Optic,3,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.8,5629.55,0.0,0,1704.3799999999999,7333.93,3,0,67,4981,,
3859-CVCET,1,Female,47,0,0,0,0,0,Lindsay,93247,36.205465,-119.085807,15508,34505.0,0,0,4,None,1,45.4,0,1,DSL,27,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,45.65,191.05,0.0,0,181.6,372.65,1,1,78,2864,Competitor,Competitor had better devices
1187-WILMM,1,Male,39,0,0,1,0,0,Lindsay,93247,36.205465,-119.085807,15508,34505.0,1,6,63,None,1,44.55,1,1,DSL,29,1,1,1,1,1,1,1,1,Two Year,1,Credit Card,89.4,5597.65,0.0,0,2806.6499999999996,8404.3,3,0,80,5004,,
5382-TEMLV,1,Male,45,0,0,0,0,0,Lindsay,93247,36.205465,-119.085807,15508,34505.0,0,0,45,None,1,19.39,0,1,DSL,16,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.9,2298.55,0.0,0,872.5500000000001,3171.1000000000004,3,0,71,5274,,
0147-ESWWR,1,Female,73,0,1,1,0,0,Atascadero,93422,35.453912,-120.69461,29539,66014.0,1,9,39,None,1,20.15,1,1,Fiber Optic,21,0,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.25,3949.15,0.0,0,785.8499999999999,4735.0,4,0,77,3172,,
9661-JALZV,1,Female,23,1,0,0,0,0,Atascadero,93422,35.453912,-120.69461,29539,66014.0,0,0,58,Offer B,1,47.9,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,24.7,1519.0,0.0,0,2778.2,4297.2,4,0,54,5138,,
4559-UWIHT,1,Male,37,0,0,1,0,0,Atascadero,93422,35.453912,-120.69461,29539,66014.0,1,8,14,Offer D,1,45.57,1,1,Fiber Optic,10,0,1,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,82.65,1185.0,0.0,0,637.98,1822.98,5,0,79,4965,,
7754-IXRMC,1,Female,39,0,0,0,0,0,Atascadero,93422,35.453912,-120.69461,29539,66014.0,0,0,1,None,1,12.46,0,1,DSL,14,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.35,45.35,0.0,0,12.46,57.81,4,0,23,3980,,
5327-XOKKY,1,Male,79,0,1,1,0,0,Santa Maria,93458,34.95934,-120.490081,43684,43803.0,1,7,72,Offer A,1,11.26,1,1,Cable,3,0,0,1,0,1,1,1,1,Two Year,1,Credit Card,73.45,5329.0,0.0,0,810.72,6139.72,3,0,29,5540,,
2521-NPUZR,1,Male,26,1,0,1,0,0,Santa Maria,93458,34.95934,-120.490081,43684,43803.0,1,9,70,Offer A,1,41.05,0,1,Fiber Optic,59,1,1,1,1,0,1,1,1,Two Year,0,Credit Card,101.0,7085.5,0.0,0,2873.5,9959.0,3,0,48,5025,,
6161-ERDGD,1,Male,57,0,0,1,1,>=3,Santa Maria,93458,34.95934,-120.490081,43684,43803.0,0,0,71,Offer A,1,23.41,1,1,DSL,53,1,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,85.45,6300.85,0.0,0,1662.11,7962.96,4,0,32,5280,,
5862-BRIXZ,1,Male,33,0,0,0,0,0,Santa Maria,93458,34.95934,-120.490081,43684,43803.0,0,0,46,Offer B,0,0.0,0,1,DSL,13,1,0,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,60.75,2893.4,0.0,0,0.0,2893.4,4,0,36,2694,,
7072-MBHEV,1,Female,77,0,1,1,1,2,Edwards,93523,34.966777,-117.961179,7685,53456.0,1,8,11,None,1,17.66,1,1,Fiber Optic,13,0,0,1,0,0,0,0,1,Month-to-Month,1,Credit Card,78.1,864.85,0.0,0,194.26,1059.1100000000001,5,0,50,2333,,
3329-WDIOK,1,Female,56,0,0,0,0,0,Edwards,93523,34.966777,-117.961179,7685,53456.0,0,0,3,None,0,0.0,0,1,Cable,25,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,50.6,155.35,0.0,0,0.0,155.35,1,1,83,4800,Dissatisfaction,Poor expertise of online support
1410-RSCMR,1,Male,47,0,0,1,1,2,Edwards,93523,34.966777,-117.961179,7685,53456.0,1,3,7,None,1,49.98,0,1,Cable,25,1,0,1,1,0,1,1,1,Month-to-Month,1,Credit Card,71.35,515.75,0.0,0,349.85999999999996,865.6099999999999,3,0,30,3459,,
5197-PYEPU,1,Female,21,1,0,1,1,>=3,Edwards,93523,34.966777,-117.961179,7685,53456.0,1,5,42,Offer B,1,6.37,1,1,Fiber Optic,69,1,1,0,0,1,0,0,0,One Year,1,Credit Card,94.45,3923.8,0.0,140,267.54,4331.34,3,0,63,5643,,
8050-DVOJX,1,Male,67,0,1,0,0,0,Keeler,93530,36.560498,-117.962461,71,11250.0,0,0,49,Offer B,1,43.19,1,1,Cable,10,1,1,1,1,0,1,1,1,Two Year,0,Credit Card,81.35,4060.9,0.0,0,2116.31,6177.21,4,0,69,4537,,
0030-FNXPP,1,Female,22,1,0,0,0,0,Keeler,93530,36.560498,-117.962461,71,11250.0,0,0,3,None,1,3.12,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.85,57.2,0.0,0,9.36,66.56,4,0,59,5634,,
3275-RHRNE,1,Male,58,0,0,1,1,>=3,Keeler,93530,36.560498,-117.962461,71,11250.0,1,8,28,None,0,0.0,0,1,DSL,52,0,1,1,1,1,1,1,1,One Year,1,Credit Card,60.0,1682.05,0.0,0,0.0,1682.05,5,0,80,2797,,
1629-DQQVB,1,Female,19,1,0,0,0,0,Keeler,93530,36.560498,-117.962461,71,11250.0,0,0,14,None,1,36.22,0,1,Cable,59,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,50.1,709.5,0.0,0,507.08,1216.58,3,0,25,2331,,
8169-SAEJD,1,Male,79,0,1,1,0,0,Lancaster,93535,34.712708,-117.889656,57794,42835.0,1,>=10,69,Offer A,0,0.0,0,1,DSL,12,1,1,0,0,1,1,1,0,Two Year,0,Credit Card,56.55,3952.65,0.0,40,0.0,3992.65,3,0,28,4162,,
1894-IGFSG,1,Female,38,0,0,0,0,0,Lancaster,93535,34.712708,-117.889656,57794,42835.0,0,0,22,None,1,18.01,0,1,Fiber Optic,2,0,0,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,89.25,1907.85,0.0,0,396.22,2304.0699999999997,1,1,82,3161,Competitor,Competitor had better devices
7239-HZZCX,1,Male,21,1,0,0,0,0,Lancaster,93535,34.712708,-117.889656,57794,42835.0,0,0,1,None,1,29.33,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.75,19.75,0.0,0,29.33,49.08,3,1,91,4851,Competitor,Competitor made better offer
7021-XSNYE,1,Male,46,0,0,1,1,2,Lancaster,93535,34.712708,-117.889656,57794,42835.0,1,4,7,None,0,0.0,0,1,DSL,28,1,0,1,1,0,1,1,1,Two Year,0,Credit Card,49.65,305.55,0.0,0,0.0,305.55,3,0,60,2750,,
1580-BMCMR,1,Male,66,0,1,0,0,0,Tehachapi,93561,35.073777,-118.652112,25805,60513.0,0,0,19,None,1,29.8,0,1,Fiber Optic,16,1,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,87.3,1637.3,0.0,0,566.2,2203.5,3,0,70,4447,,
2519-FAKOD,1,Male,30,0,0,0,0,0,Tehachapi,93561,35.073777,-118.652112,25805,60513.0,0,0,38,Offer C,1,31.27,1,1,Fiber Optic,85,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.25,3777.15,0.0,0,1188.26,4965.41,1,1,76,5274,Competitor,Competitor had better devices
9505-SQFSW,1,Female,59,0,0,1,1,>=3,Tehachapi,93561,35.073777,-118.652112,25805,60513.0,1,6,3,Offer E,0,0.0,0,1,Cable,53,0,1,0,0,0,1,1,1,Month-to-Month,0,Credit Card,40.3,92.5,0.0,0,0.0,92.5,4,0,65,5651,,
6199-IPCAO,1,Female,62,0,0,1,1,2,Tehachapi,93561,35.073777,-118.652112,25805,60513.0,1,8,29,None,1,5.35,1,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,26.1,692.55,0.0,0,155.14999999999998,847.6999999999999,3,0,70,2828,,
4199-QHJNM,1,Male,72,0,1,1,0,0,Bass Lake,93604,37.458367,-119.345011,613,50455.0,1,9,67,Offer A,1,48.68,1,1,Fiber Optic,17,0,1,0,1,1,1,1,1,Two Year,0,Bank Withdrawal,102.9,6989.7,0.0,0,3261.56,10251.26,3,0,52,5869,,
4678-DVQEO,1,Female,41,0,0,0,0,0,Bass Lake,93604,37.458367,-119.345011,613,50455.0,0,0,1,None,1,34.04,0,1,DSL,23,0,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24000000000001,1,1,71,4138,Competitor,Competitor made better offer
9481-SFCQY,1,Female,44,0,0,0,1,1,Bass Lake,93604,37.458367,-119.345011,613,50455.0,0,0,14,Offer D,1,44.14,0,1,DSL,24,0,0,1,0,1,0,0,1,Month-to-Month,1,Credit Card,59.8,824.85,0.0,0,617.96,1442.81,4,0,51,5962,,
3847-BAERP,1,Female,27,1,0,0,0,0,Bass Lake,93604,37.458367,-119.345011,613,50455.0,0,0,10,None,1,12.39,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.9,247.0,0.0,0,123.9,370.9,5,0,29,4905,,
5135-GRQJV,1,Male,75,0,1,1,0,0,Cantua Creek,93608,36.488056,-120.407691,1766,31111.0,1,4,72,Offer A,1,5.6,1,1,Fiber Optic,19,1,1,1,1,1,1,1,1,Two Year,1,Mailed Check,114.5,8331.95,0.0,0,403.2,8735.150000000001,3,0,47,6051,,
7089-IVVAZ,1,Female,26,1,0,0,0,0,Cantua Creek,93608,36.488056,-120.407691,1766,31111.0,0,0,8,Offer E,1,19.68,1,1,Fiber Optic,41,1,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,103.35,847.3,0.0,0,157.44,1004.74,1,1,71,2363,Competitor,Competitor offered more data
4992-LTJNE,1,Male,40,0,0,1,0,0,Cantua Creek,93608,36.488056,-120.407691,1766,31111.0,1,5,72,Offer A,1,24.24,1,1,DSL,27,1,0,0,0,0,0,0,1,Two Year,0,Bank Withdrawal,55.3,3983.6,0.0,0,1745.28,5728.88,4,0,64,6259,,
1453-RZFON,1,Female,39,0,0,0,1,>=3,Cantua Creek,93608,36.488056,-120.407691,1766,31111.0,0,0,1,Offer E,1,9.0,0,1,Cable,53,1,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,49.9,49.9,0.0,0,9.0,58.9,3,0,54,5969,,
2384-OVPSA,1,Female,65,0,1,0,0,0,Caruthers,93609,36.5276,-119.865999,5446,43322.0,0,0,38,None,1,4.09,0,0,None,0,0,0,0,0,0,0,0,0,Two Year,0,Mailed Check,20.2,735.9,0.0,0,155.42,891.3199999999999,3,0,71,4947,,
2202-OUTMO,1,Female,59,0,0,1,0,0,Caruthers,93609,36.5276,-119.865999,5446,43322.0,1,5,34,None,1,12.3,1,1,DSL,26,1,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,60.85,2003.6,0.0,0,418.20000000000005,2421.8,4,0,73,3012,,
8884-MRNSU,1,Male,61,0,0,1,0,0,Caruthers,93609,36.5276,-119.865999,5446,43322.0,1,8,17,Offer D,1,14.69,0,0,None,0,0,0,0,0,0,0,0,0,One Year,0,Bank Withdrawal,19.9,329.75,0.0,0,249.73,579.48,3,0,63,3526,,
8263-OKETD,1,Female,44,0,0,0,0,0,Caruthers,93609,36.5276,-119.865999,5446,43322.0,0,0,20,None,1,22.75,1,1,Cable,11,0,1,0,1,0,1,1,1,Month-to-Month,1,Credit Card,68.9,1370.35,0.0,0,455.0,1825.35,5,0,29,3265,,
1371-WEPDS,1,Male,71,0,1,1,0,0,Chowchilla,93610,37.100948,-120.270136,19391,39051.0,1,8,40,None,1,28.56,0,1,DSL,18,0,0,0,0,0,1,1,0,One Year,0,Bank Withdrawal,55.8,2283.3,0.0,50,1142.3999999999999,3475.7,3,0,78,3587,,
0810-BDHAW,1,Female,54,0,0,1,0,0,Chowchilla,93610,37.100948,-120.270136,19391,39051.0,1,4,24,None,1,31.62,1,1,DSL,12,1,1,0,0,1,1,1,0,One Year,0,Bank Withdrawal,78.4,1832.4,0.0,130,758.88,2721.28,3,0,77,2506,,
2171-UDMFD,1,Male,22,1,0,1,1,>=3,Chowchilla,93610,37.100948,-120.270136,19391,39051.0,1,5,32,Offer C,1,35.05,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.45,674.55,0.0,0,1121.6,1796.1499999999999,4,0,42,4363,,
0670-KDOMA,1,Female,42,0,0,0,0,0,Chowchilla,93610,37.100948,-120.270136,19391,39051.0,0,0,1,Offer E,1,28.18,0,0,None,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.25,20.25,0.0,0,28.18,48.43,4,0,69,5854,,
3349-ANQNH,1,Female,70,0,1,0,0,0,Del Rey,93616,36.657462,-119.595293,1965,31250.0,0,0,59,None,1,24.27,1,1,Fiber Optic,9,0,0,1,0,1,1,1,1,One Year,1,Bank Withdrawal,99.5,5890.0,0.0,0,1431.93,7321.93,5,0,50,5513,,
9871-ELEYA,1,Female,22,1,0,0,0,0,Del Rey,93616,36.657462,-119.595293,1965,31250.0,0,0,34,None,1,20.75,0,1,DSL,27,1,0,1,1,1,0,0,1,Two Year,0,Credit Card,67.65,2339.3,0.0,0,705.5,3044.8,3,0,40,4263,,
0187-WZNAB,1,Female,56,0,0,1,1,2,Del Rey,93616,36.657462,-119.595293,1965,31250.0,1,6,27,Offer C,1,46.66,0,1,Fiber Optic,28,1,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,74.4,1972.35,0.0,0,1259.82,3232.17,3,0,57,4331,,
9974-JFBHQ,1,Male,31,0,0,0,1,1,Del Rey,93616,36.657462,-119.595293,1965,31250.0,0,0,64,Offer B,1,22.41,0,1,Fiber Optic,24,0,1,0,1,1,1,1,1,Month-to-Month,1,Credit Card,99.15,6171.2,0.0,0,1434.24,7605.44,5,0,52,4590,,
5937-EORGB,1,Male,79,0,1,1,0,0,Five Points,93624,36.397745,-120.119911,1852,33600.0,1,9,15,None,1,22.83,1,1,Fiber Optic,26,1,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,96.5,1392.25,0.0,0,342.45,1734.7,4,0,61,2394,,
3009-JWMPU,1,Male,58,0,0,0,0,0,Five Points,93624,36.397745,-120.119911,1852,33600.0,0,0,62,Offer B,1,22.64,1,1,Fiber Optic,9,0,0,1,0,1,1,1,1,One Year,1,Bank Withdrawal,96.75,6125.4,0.0,0,1403.68,7529.08,2,1,92,5016,Attitude,Attitude of service provider
3325-FUYCG,1,Male,58,0,0,1,0,0,Five Points,93624,36.397745,-120.119911,1852,33600.0,1,1,28,Offer C,1,9.62,1,1,Fiber Optic,24,1,1,0,0,1,1,1,1,One Year,0,Bank Withdrawal,106.1,2847.4,0.0,0,269.35999999999996,3116.76,1,1,85,3770,Dissatisfaction,Service dissatisfaction
5214-NLTIT,1,Male,22,1,0,1,1,1,Five Points,93624,36.397745,-120.119911,1852,33600.0,1,1,72,Offer A,1,23.7,1,1,Fiber Optic,59,0,0,1,0,0,1,1,0,Two Year,1,Credit Card,90.8,6511.8,0.0,60,1706.3999999999999,8278.2,3,0,30,6188,,
4583-PARNH,1,Male,66,0,1,1,0,0,Kerman,93630,36.727418,-120.123526,14062,42303.0,1,1,16,None,1,15.44,0,1,Fiber Optic,20,0,0,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,91.55,1540.05,0.0,0,247.04,1787.09,5,0,46,4045,,
3138-BKYAV,1,Male,61,0,0,0,0,0,Kerman,93630,36.727418,-120.123526,14062,42303.0,0,0,6,None,1,11.97,0,1,Fiber Optic,27,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.35,489.45,0.0,0,71.82000000000001,561.27,3,1,75,4694,Attitude,Attitude of service provider
